FID,SCHOOLNAME,Address,CITY,CUMULATIVE_COVID_Students,CUMULATIVE_COVID_Teachers,F30Day_Students,F30Day_Employees
1,A. C. Flora High,1 Falcon Drive,Columbia,< 5,0,< 5,0
2,A. C. Moore Elementary,333 Etiwan Avenue,Columbia,0,0,0,0
3,A. J. Lewis Greenview Elem,726 Easter Street,Columbia,0,0,0,0
4,A. R. Rucker Middle,422 Old Dixie Road,Lancaster,0,0,0,0
5,A.J. Whittenburg Elementary,420 Westfield Street,Greeenville,0,0,0,0
6,Abbeville City Career Center,100 Old Calhoun Falls Highway,Abbeville,0,0,0,0
7,A. C. Corcoran Elementary,8585 Vistavia Road,North Charleston,0,0,0,0
8,Abbeville High,701 Washington Street,Abbeville,0,0,0,0
9,A. L. Corbett Middle,10 A L Corbett Circle,Wagener,0,0,0,0
10,Abner Creek Academy,2050 Abner Creek Road,Duncan,0,< 5,0,< 5
11,Academic Magnet High,5109-A West Enterprise Street,North Charleston,< 5,0,< 5,0
12,Academy for Careers & Tech,2697 East Highway 76,Mullins,0,0,0,0
13,Academy For Arts/Science/Tech,895 International Drive,Myrtle Beach,0,0,0,0
14,Acad for Teaching & Learning,109 Hinton Street,Chester,0,0,0,0
15,Academy of Hope Charter,3521 Juniper Bay Road,Conway,0,0,0,0
16,Aiken County Career Center,2455 Jefferson Davis Highway,Warrenville,0,0,0,0
17,Academy for Tech & Academics,5639 Highway 701 North,Conway,0,0,0,0
18,Aiken Elementary,2050 Pine Log Road,Aiken,0,0,0,0
19,Aiken High,449 Rutland Drive,Aiken,5,< 5,5,0
20,Aiken Performing Arts Academy,130 Avery Lane,Aiken,0,0,0,0
21,Aiken Intermediate,101 Gator Lane,Aiken,0,0,0,0
22,Aiken Scholars Academy,471 University Parkway,Aiken,0,0,0,0
23,Airport High,1315 Boston Avenue,West Columbia,< 5,< 5,< 5,< 5
24,Alcorn Middle,5125 Fairfield Road,Columbia,0,0,0,0
25,Alexander Elementary,1601 West Bramlett Road,Greenville,0,0,0,0
26,Alice Drive Elementary,251 Alice Drive,Sumter,0,0,0,0
27,Alice Drive Middle,40 Miller Road,Sumter,0,0,0,0
28,Allegro Charter Sch of Music,2731 Gordon Street,North Charleston,0,0,0,0
29,Allendale Elementary,3305 Allendale-Fairfax Highway,Allendale,0,0,0,0
30,Allendale Fairfax High,3581 Allendale-Fairfax Highway,Fairfax,< 5,0,< 5,0
31,Allendale-Fairfax Middle,3581 Allendale-Fairfax Highway,Fairfax,0,0,0,0
32,Alma Elementary,213 Alma Street,Gaffney,0,0,0,0
33,Alston Middle,500 Bryan Street,Summerville,0,0,0,0
34,Alston-Bailey Elementary,820 W 5th N St,Summerville,0,0,0,0
35,Ambler Elementary,838 Ambler School Rd,Pickens,0,0,0,0
36,Anderson  Five Charter School,1225 South McDuffie Street,Anderson,0,0,0,0
37,Anderson Institute of Tech,315 Pearman Dairy Road,Anderson,0,0,0,0
38,Anderson Mill Elementary,1845 Old Anderson Mill Road,Moore,0,0,0,0
39,Andrew Jackson High,6925 Kershaw Camden Highway,Kershaw,0,0,0,0
40,Andrew Jackson Middle,6865 Kershaw Camden Highway,Kershaw,0,0,0,0
41,Andrews Elementary,13072 County Line Road,Andrews,< 5,0,0,0
42,Andrews High,12890 County Line Road,Andrews,0,0,0,0
43,Annie Burnside Elementary,7300 Patterson Road,Columbia,0,0,0,0
44,Angel Oak Elementary,6134 Chisolm Street,Johns Island,0,0,0,0
45,Applied Tech Ctr,2399 West Main Street,Rock Hill,0,0,0,0
46,Arcadia Elementary,375 Spring Street,Spartanburg,0,0,0,0
47,Arden Elementary,1300 Ashley Street,Columbia,0,0,0,0
48,Armstrong Elementary,8601 White Horse Road,Greenville,< 5,0,< 5,0
49,Ashley Ridge High,9800 Delemar Highway,Summerville,0,0,0,0
50,Ashley River Crtv Arts Elem,1871 Wallace School Road,Charleston,0,0,0,0
51,Bethel Elementary,6000 Highway 55 East,Clover,0,0,0,0
52,Bethel Elementary,111 Bethel School Road,Simpsonville,0,0,0,0
53,Bethel-Hanberry Elementary,125 Boney Road,Blythewood,0,0,0,0
54,Bethune Elementary,302 Norwood Street East,Bethune,0,0,0,0
55,Bettis Prep Leadership Acad,69 Nicholson Road,Trenton,0,0,0,0
56,Black St Early Chood Center,256 Smith Street,Walterboro,0,0,0,0
57,Black Water Middle,900 East Cox Ferry Road,Conway,0,0,0,0
58,Blacksburg Elementary,402 Hardin Street,Blacksburg,0,0,0,0
59,Blacksburg High,201 West Ramseur Drive,Blacksburg,< 5,0,< 5,0
60,Blacksburg Primary,1010 East Cherokee Street,Blacksburg,0,< 5,0,0
61,Blacksburg Middle,101 London Street,Blacksburg,0,0,0,0
62,Blackville-Hilda High,76 Atkins Circle,Blackville,0,0,0,0
63,Blaney Elementary,1621 Smyrna Road,Elgin,0,0,0,0
64,Blenheim Middle Sch Discovery,143 Highland Street,Blenheim,0,0,0,0
65,Blue Ridge Elementary,995 South Oak Street,Seneca,0,0,0,0
66,Blue Ridge High,2151 Fews Chapel Road,Greer,< 5,0,< 5,0
67,Blue Ridge Middle,2423 East Tyger Bridge Road,Greer,< 5,0,< 5,0
68,Bluffton Elementary,160 H. E. McCracken Circle,Bluffton,0,0,0,0
69,Bluffton High,12 H. E. McCracken Circle,Bluffton,0,0,0,0
70,Bluffton Middle,30 New Mustang Road,Bluffton,0,0,0,0
71,Blythe Academy,100 Blythe Drive,Greenville,0,0,0,0
72,Blythewood High,10901 Wilson Boulevard,Blythewood,0,0,0,0
73,Blythewood Middle,2351 Longtown Road East,Blythewood,0,0,0,0
74,Boiling Springs Elementary,700 Double Bridge Road,Boiling Springs,< 5,0,< 5,0
75,Boiling Springs High,2251 Old Furnace Road,Boiling Springs,< 5,0,< 5,0
76,Boiling Springs Hi 9 Gr Campus,3655 Boiling Springs Road,Boiling Springs,< 5,0,< 5,0
77,Boiling Springs Intermediate,2055 Hanging Rock Road,Boiling Springs,< 5,0,< 5,0
78,Boiling Springs Middle,4801 Highway 9,Inman,0,< 5,0,0
79,Bookman Road Elementary,1245 Bookman Road,Elgin,0,0,0,0
80,Boulder Bluff Elementary,400 Judy Drive,Goose Creek,0,0,0,0
81,Boundary St. Elementary,1406 Boundary St,Newberry,0,0,0,0
82,Bradley Elementary,3032 Pinebelt Road,Columbia,0,0,0,0
83,Brennen Elementary,4438 Devereaux Road,Columbia,0,0,0,0
84,Brewer Middle,1000 Emerald Road,Greenwood,0,0,0,0
85,Bridge Creek Elementary,121 Bombing Range Road,Elgin,0,0,0,0
86,Bridges Prep School,555 Robert Smalls Parkway,Beaufort,0,0,0,0
87,Bridgewater Acad Charter,191 River Landing Boulevard,Myrtle Beach,0,0,0,0
88,Brashier Middle College,1830 W Georgia Rd,Simpsonville,0,0,0,0
89,Branchville High,1349 Dorange Rd,Branchville,0,0,0,0
90,Briggs Elementary,1012 Congaree Drive,Florence,0,0,0,0
91,Broad River Elementary,474 Broad River Road,Beaufort,0,0,0,0
92,Brockington Elementary,304 Kemper Street,Timmonsville,0,0,0,0
93,Brockington Elementary,413 Brockington Road,Darlington,0,0,0,0
94,Brockman Elementary,2245 Montclair Drive,Columbia,0,0,0,0
95,Brook Glenn Elementary,2003 East Lee Road,Taylors,0,0,0,0
96,Brookdale Elementary,394 Brookdale Drive,Orangeburg,< 5,0,< 5,0
97,Brookland-Cayce Senior High,1300 State Street,Cayce,< 5,0,< 5,0
98,Brooklyn Springs Elementary,1637 Billings Drive,Lancaster,0,0,0,0
99,Broome High,381 Cherry Hill Road,Spartanburg,5,0,5,0
100,Brown's Ferry Elementary,7292 Brown's Ferry Road,Georgetown,0,0,0,0
101,Carver Elementary,515 North Cashua Drive,Florence,< 5,0,< 5,0
102,Carolina Voyager Charter,721 Wappoo Road,Charleston,0,0,0,0
103,Carver-Lyon Elementary,2100 Waverly Street,Columbia,0,0,0,0
104,Carvers Bay High,13002 Choppee Road,Hemingway,0,0,0,0
105,Carvers Bay Middle,13000 Choppee Road,Hemingway,0,0,0,0
106,Carver Middle,467 South Church Street,Spartanburg,0,0,0,0
107,Castle Heights Middle,2382 Firetower Road,Rock Hill,0,0,0,0
108,Catawba Ridge High School,1180 Fort Mill Parkway,Fort Mill,0,0,0,0
109,Catawba Trail Elementary,1080 Old National Highway,Elgin,0,< 5,0,0
110,Caughman Road Elementary,7725 Caughman Road,Columbia,0,0,0,0
111,Cayce Elementary,515 Bulldog Blvd,Cayce,0,0,0,0
112,Cedar Grove Elementary,107 Melvin Lane,Williamston,< 5,0,< 5,0
113,Cedar Springs Academy,355 Cedar Springs Rd,Spartanburg,0,0,0,0
114,Center for Adv Tech Studies ,916 Mount Vernon Church Road,Chapin,0,0,0,0
115,Centerville Elemenetary,1529 Whitehall Road,Anderson,0,< 5,0,< 5
116,Central Elementary,608 Johnson Road,Central,0,0,0,0
117,Centerville Elementary,4147 Augusta Highway,Gilbert,< 5,< 5,< 5,< 5
118,Central Child Development Ctr,414 East Black Street,Rock Hill,0,0,0,0
119,Central High,200 Zion Church Road,Pageland,< 5,0,< 5,0
120,Chandler Creek Elementary,301 Chandler Road,Greer,0,0,0,0
121,Carolina School for Inquiry,7405-A Fairfield Road,Columbia,0,0,0,0
122,Chapin Elementary,940 Old Bush River Road,Chapin,0,0,0,0
123,Chapin High,300 Columbia Avenue,Chapin,< 5,< 5,< 5,< 5
124,Chapin Intermediate,1130 Old Lexington Highway,Chapin,0,< 5,0,< 5
125,Chapin Middle,11661 Broad River Rd,Chapin,0,< 5,0,< 5
126,Chapman High,1420 Compton Bridge Road,Inman,5,0,< 5,0
127,Charles B. DuBose Middle,1005 DuBose School Road,Summerville,0,< 5,0,< 5
128,Center Adv. Studies - Wando,900 Warrior Way,Mount Pleasant,0,0,0,0
129,Charles Pinckney Elementary,3300 Thomas Cario Boulevard,Mt. Pleasant,0,0,0,0
130,Charleston Acceleration Acad,1929 Grimball Rd,Charleston,< 5,0,< 5,0
131,Charleston Crtr Sch Math & Sci,1002 King Street,Charleston,0,0,0,0
132,Charleston Development Academy,233 Line Street,Charleston,0,0,0,0
133,Charleston Progressive,382 Meeting Street,Charleston,0,0,0,0
134,Chastain Road Elementary,940 Chastain Road,Liberty,0,0,0,0
135,Cheraw High,649 Chesterfield Highway,Cheraw,< 5,< 5,0,0
136,Cheraw Intermediate,421 Chesterfield Highway,Cheraw,0,< 5,0,0
137,Cherokee Trail Elementary,6219 Highway 184 East,Donalds,< 5,< 5,< 5,< 5
138,Charleston School of the Arts,5109-B West Enterprise Street,North Charleston,0,0,0,0
139,Cherry Park Elem Sch of Lang,1835 Eden Terrace,Rock Hill,0,0,0,0
140,Cherrydale Elementary,302 Perry Road,Greenville,0,< 5,0,< 5
141,Cherryvale Elementary,1420 Furman Drive,Sumter,0,0,0,0
142,Chesnee Elementary,985 Fairfield Road,Chesnee,< 5,0,< 5,0
143,Chesnee High,795 South Alabama Avenue,Chesnee,< 5,0,0,0
144,Chesnee Middle,805 South Alabama Avenue,Chesnee,0,< 5,0,< 5
145,Chester County Career Center,1324 J. A. Cochran Bypass,Chester,0,0,0,0
146,Chester Middle,1014 McCandless Road,Chester,0,0,0,0
147,Chester Senior High,1330 J. A. Cochran Bypass,Chester,0,0,0,0
148,Chester Park Elem Sch Arts,835-A Lancaster Highway,Chester,0,0,0,0
149,Chester Park Sch Lit & Tech,835-B Lancaster Highway,Chester,0,0,0,0
150,Chester Park Sch Elem Inquiry,835-C Lancaster Highway,Chester,0,0,0,0
151,Augusta Circle Elementary,100 Winyah Street,Greenville,0,0,0,0
152,Aynor Elementary,516 Jordanville Road,Aynor,0,0,0,0
153,Aynor High,201 Jordanville Road,Aynor,0,< 5,0,< 5
154,Aynor Middle,400 Frye Road,Galivants Ferry,0,0,0,0
155,B. D. Lee Elementary,401 Overbrook Drive,Gaffney,0,0,0,0
156,Ballentine Elementary,1040 Bickley Road,Irmo,0,< 5,0,< 5
157,Bamberg-Ehrhardt High,267 Red Raider Drive,Bamberg,< 5,0,< 5,0
158,Bamberg-Ehrhardt Middle,897 North Street,Bamberg,0,0,0,0
159,Banks Trail Middle,1640 Banks Road,Fort Mill,0,0,0,0
160,Baptist Hill High,5117 Baptist Hill Road,Hollywood,0,0,0,0
161,Barnwell Cnty Career Center,5214 Reynolds Road,Blackville,< 5,0,< 5,0
162,Barnwell Elementary,10524 Marlboro Avenue,Barnwell,0,0,0,0
163,Baron Dekalb Elementary,2684 Baron DeKalb Road,Camden,0,0,0,0
164,Bates Middle,715 Estate Street,Sumter,0,0,0,0
165,Barnwell High,474 Jackson Street,Barnwell,< 5,0,< 5,0
166,Barnwell Primary,9286 Marlboro Avenue,Barnwell,0,0,0,0
167,Batesburg-Leesville Elementary,403 South Lee Street,Batesburg-Leesville,0,0,0,0
168,Batesburg-Leesville High,600 Summerland Avenue,Batesburg-Leesville,0,0,0,0
169,Batesburg-Leesville Middle,425 Shealy Road,Batesburg-Leesville,< 5,< 5,< 5,< 5
170,Battery Creek High,1 Blue Dolphin Drive,Beaufort,0,0,0,0
171,Bay Road Elem.,1251 Bay Road,Hartsville,0,0,0,0
172,Beaufort Elementary,1800 Prince Street,Beaufort,0,0,0,0
173,Beaufort High,84 Sea Island Parkway,Beaufort,< 5,0,< 5,0
174,Beaufort Middle,2501 Mossy Oaks Boulevard,Beaufort,0,0,0,0
175,Beaufort-Jasper Acad Excel,80 Lowcountry Drive,Ridgeland,0,0,0,0
176,Beck Academy,901 Woodruff Road,Greenville,0,0,0,0
177,Beech Hill Elementary,1001 Beech Hill Road,Summerville,0,< 5,0,< 5
178,Beech Springs Intermediate,200 South Danzler Road,Duncan,< 5,< 5,< 5,< 5
179,Beechwood Middle,1340 Highway 378,Lexington,< 5,< 5,< 5,< 5
180,Bell's Crossing Elementary,804 Scuffletown Road,Simpsonville,0,0,0,0
181,Belle Hall Elementary,385 Egypt Road,Mt. Pleasant,0,0,0,0
182,Belleview Elementary,501 Belleview Road,Rock Hill,0,0,0,0
183,Bells Elementary,12088 Bells Highway,Ruffin,0,0,0,0
184,Belton Elementary,202 Watkins Street,Belton,0,0,0,0
185,Belton Honea Path High,11000 Belton-Honea Path Highway,Honea Path,< 5,0,< 5,0
186,Belton Middle,102 Cherokee Road,Belton,0,0,0,0
187,Belton Prep,5901 Belton Hwy,Belton,< 5,0,< 5,0
188,Belvedere Elementary,201 Rhomboid Place,Belvedere,< 5,0,< 5,0
189,Bennettsville Intermediate,701 Cheraw Street,Bennettsville,0,< 5,0,< 5
190,Bennettsville Primary,301 Jefferson Street,Bennettsville,< 5,< 5,< 5,< 5
191,Berea Elementary,100 Berea Drive,Greenville,< 5,0,< 5,0
192,Berea High,201 Burdine Drive,Greenville,< 5,0,< 5,0
193,Berea Middle,151 Berea Middle School Road,Greenville,< 5,0,< 5,0
194,Berkeley County Middle Coll Hi,1001 South Live Oak Drive,Moncks Corner,< 5,0,< 5,0
195,Berkeley Elementary,715 Highway 6,Moncks Corner,0,0,0,0
196,Berkeley High,406 West Main Street,Moncks Corner,0,0,0,0
197,Berkeley Intermediate,777 Stony Landing Road,Moncks Corner,0,0,0,0
198,Berkeley Middle,320 North Live Oak Drive,Moncks Corner,0,< 5,0,< 5
199,Berry Shoals Intermediate,300 Shoals Road,Duncan,< 5,0,< 5,0
200,Bethany Elementary,337 Maynard Grayson Road,Clover,0,0,0,0
201,Crosswell Elementary,161 School Road,Easley,0,0,0,0
202,Crowders Creek Elem,5515 Charlotte Highway,Clover,< 5,0,0,0
203,Busbee Creative Arts Acad,501 Bulldog Boulevard,Cayce,0,0,0,0
204,Cyber Academy of SC,330 Pelham Rd Suite 101A,Greenville,0,0,0,0
205,Cyril B. Busbee Elementary,20 A.L. Corbett Circle,Wagener,0,0,0,0
206,D. R. Hill Middle,1303 Holly Springs Road,Lyman,< 5,0,< 5,0
207,D. W. Daniel High,140 Blue and Gold Boulevard,Central,0,0,0,0
208,Dacusville Elementary,200 Cherokee Trail,Easley,< 5,0,< 5,0
209,Dacusville Middle,899 Thomas Mill Road,Easley,0,0,0,0
210,Daisy Elementary,2801 Red Bluff Road,Loris,0,0,0,0
211,Crowfield Academy,240 Westview Blvd,Goose Creek,0,0,0,0
212,Daniel Morgan Tech Ctr,201 Zion Hill Road,Spartanburg,0,0,0,0
213,Darlington County Inst of Tech,160 Pinedale Road,Darlington,0,< 5,0,< 5
214,Darlington High,525 Spring Street,Darlington,0,0,0,0
215,Darlington Middle,150 Pinedale Drive,Darlington,0,< 5,0,0
216,Deer Park Middle ,2263 Otranto Rd,North Charleston,< 5,0,< 5,0
217,Deerfield Elementary,638 Longs Pond Road,Lexington,0,0,0,0
218,Delmae Elementary,1211 South Cashua Drive,Florence,0,0,0,0
219,Denmark Olar High,197 Viking Circle,Denmark,0,0,0,0
220,Denmark-Olar Middle,45 Green Street,Denmark,0,0,0,0
221,Bishopville Primary,603 N. Dennis Avenue,Bishopville,0,0,0,0
222,Dent Middle,2721 Decker Boulevard,Columbia,0,0,0,0
223,Daniel Island School,2365 Daniel Island Drive,Charleston,0,0,0,0
224,Dewey-Carter Elementary,4937 South Irby Street,Effingham,0,0,0,0
225,Diamond Hill Elementary,104 Lake Secession Road,Abbeville,0,0,0,0
226,Dillon County Applied Tech Ctr,1630 East Main Street,Dillon,0,0,0,0
227,Dillon High,1730 Highway 301 North,Dillon,< 5,0,< 5,0
228,Discovery Charter of Lancaster,302 West Dunlap Street,Lancaster,0,0,0,0
229,Denmark-Olar Elementary,1459 Solomon Blatt Boulevard,Denmark,0,0,0,0
230,Dillon Middle,1803 Joan Drive,Dillon,< 5,0,< 5,0
231,Dixie High,1 Haynes Street,Due West,0,0,0,0
232,Doby's Bridge Elementary,1000 Dragon Way,Fort Mill,< 5,0,< 5,0
233,Doby's Mill Elementary,1964 Fort Jackson Road,Lugoff,0,0,0,0
234,Donaldson Career Center,100 Vocational Drive,Greenville,0,0,0,0
235,Dorchester Career & Tech Ctr,507 School House Road,Dorchester,0,0,0,0
236,Dorman High,1050 Cavalier Way,Roebuck,< 5,< 5,< 5,< 5
237,Dorman Hi Freshman Campus,1225 Cavalier Way,Roebuck,0,0,0,0
238,Dover Elementary,1411 Bedford Avenue,North,0,0,0,0
239,Dr. Eugene Sires Elementary,301 Chandler Creek Rd,Summerville,0,0,0,0
240,Dr. Phinnize J. Fisher Middle,700 Millennium Boulevard,Greenville,< 5,0,< 5,0
241,Drayton Mills Elementary,1500 Skylyn Dr,Spartanburg,0,< 5,0,< 5
242,Drayton Hall Elementary,3138 Ashley River Road,Charleston,0,0,0,0
243,Draytonville Elementary,2373 Wilkinsville Highway,Gaffney,0,< 5,0,0
244,Dreher High,3319 Millwood Avenue,Columbia,0,0,0,0
245,Duncan Chapel Elementary,210 Duncan Chapel Road,Greenville,0,< 5,0,< 5
246,Duncan Elementary,100 South Danzler Road,Duncan,0,0,0,0
247,Dutch Fork Elementary,7900 Broad River Road,Irmo,0,0,0,0
248,Dutch Fork High,1400 Old Tamah Road,Irmo,0,0,0,0
249,Dutch Fork Middle,1528 Old Tamah Road,Irmo,0,< 5,0,< 5
250,Dutchman Creek Middle,4757 Mount Gallant Road,Rock Hill,0,0,0,0
251,Brunson Elementary,34 College Street,Brunson,0,0,0,0
252,E. B. Morse Elementary,200 Parkview Drive,Laurens,0,< 5,0,< 5
253,E. L. Wright Middle,2740 Alpine Road,Columbia,0,0,0,0
254,E. P. Todd School,150 Old Canaan Rd,Spartanburg,< 5,0,0,0
255,E.B. Ellington Elementary,5540 Old Jacksonboro Road,Ravenel,0,0,0,0
256,Eagle Nest Elementary,8640 River Oaks Drive,North Charleston,0,0,0,0
257,Douglas Elementary,215 South East Diggs Road,Trenton,0,0,0,0
258,Easley High,154 Green Wave Boulevard,Easley,< 5,0,< 5,0
259,Applied Tech Education Campus,70 Innovation Lane,Camden,0,0,0,0
260,East Aiken School of the Arts,223 Old Wagener Road,Aiken,0,0,0,0
261,East Clarendon Middle-High,1101 Pope Street,Turbeville,< 5,< 5,< 5,< 5
262,East Cooper Montessori Charter,250 Ponsbury Road,Mt. Pleasant,0,0,0,0
263,East Elementary,901 East Harrison Street,Dillon,< 5,0,< 5,0
264,East End Elementary,505 East Second Avenue,Easley,< 5,0,0,0
265,East Link Academy,"78 Global Drive Drive, Suite 200",Greenville,0,0,0,0
266,East North Street Academy,1720 East North Street,Greenville,< 5,< 5,< 5,< 5
267,East Point Academy,1401 Leaphart Street,West Columbia,< 5,0,< 5,0
268,Easterling Primary,600 East Northside Avenue,Marion,0,< 5,0,0
269,Eastside Elementary,103 Old Colony Road,Clinton,0,0,0,0
270,Eastside High,1300 Brushy Creek Road,Taylors,< 5,0,< 5,0
271,Eau Claire High,4800 Monticello Road,Columbia,0,0,0,0
272,Ebenezer Ave Elem,242 Ebenezer Avenue,Rock Hill,0,0,0,0
273,Ebenezer Middle,3440 Ebenezer Road,Sumter,0,0,0,0
274,Ebinport Elementary,2142 India Hook Road,Rock Hill,0,0,0,0
275,Edgewood Middle,644 South Cambridge Street,Ninety Six,0,0,0,0
276,Edisto Elementary,136 Woodolive Lane,Orangeburg,0,0,0,0
277,Edisto High,500 R.M. Foster Drive,Cordova,0,0,0,0
278,Edisto Primary,3239 Cordova Road,Cordova,0,0,0,0
279,Edith L. Frierson Elementary,6133 Maybank Highway,Wadmalaw Island,0,0,0,0
280,Edmund A. Burns Elementary,3750 Dorchester Road,North Charleston,0,0,0,0
281,Edward E. Taylor Elementary,200 McRae Street,Columbia,0,0,0,0
282,Edwards Elementary,2411 West Boulevard,Chesterfield,0,0,0,0
283,Eleanor S. Rice Elementary,1802 East Durst Avenue,Greenwood,< 5,0,< 5,0
284,Ellen Woodside Elementary,9122 Augusta Road,Pelzer,0,0,0,0
285,Elloree Elementary,200 Warrior Drive,Elloree,0,0,0,0
286,Emerald High,150 Bypass 225,Greenwood,< 5,0,< 5,0
287,Empower Enrich Academy,5000 Broad River Rd,Columbia,0,0,0,0
288,Enoree Career Center,108 Scalybark Road,Greenville,0,0,0,0
289,Erwin Elementary,1477 Locustwood Avenue,Lancaster,0,0,0,0
290,Evaluation & Detention Ctr    ,1731 Shivers Rd,Columbia,0,0,0,0
291,Fair-Oak Elementary,1964 Oakway Road,Westminster,0,< 5,0,< 5
292,Fairfax Elementary,734 14th Street East,Fairfax,0,< 5,0,< 5
293,Estill Elementary,636 Fourth Street,Estill,< 5,< 5,< 5,< 5
294,Fairforest Elementary,1005 Mount Zion Road,Spartanburg,0,0,0,0
295,Felton Laboratory Charter Sch,115 Lance Street,Orangeburg,0,< 5,0,< 5
296,Fairfield Career and Tech Ctr,790 US Highway 321 North,Winnsboro,0,0,0,0
297,Fennell Elementary,131 Yemassee Highway,Yemassee,0,< 5,0,0
298,Fairfield Central High,836 US Highway 321 Bypass South,Winnsboro,< 5,0,< 5,0
299,Fairfield Elementary,175 Medley Road,Winnsboro,0,0,0,0
300,Fairfield Magnet Math & Sci,1647 US Highway 321 Bypass North,Winnsboro,0,0,0,0
301,Fairfield Middle,728 US Highway 321 Bypass South,Winnsboro,0,0,0,0
