FID,SCHOOLNAME,Address,CITY,CUMULATIVE_COVID_Students,CUMULATIVE_COVID_Teachers,F30Day_Students,F30Day_Employees
905,Oakwood-Windsor Elementary,3773 Charleston Highway,Aiken,0,< 5,0,< 5
906,SC Whitmore School,"501 Commerce Drive, NE",Columbia,0,0,0,0
907,Mount Holly Elementary,1800 Porter Road,Rock Hill,0,< 5,0,< 5
908,St. Andrews Middle,1231 Bluefield Road,Columbia,0,0,0,0
909,Pritchardville Elementary,9447 Evan Way,Bluffton,0,0,0,0
910,Robert Smalls Intl Acad,43 W.K. Alston Drive,Beaufort,0,0,0,0
911,Ocean Bay Elementary,950 International Drive,Myrtle Beach,< 5,0,< 5,0
912,Ocean Bay Middle,905 International Drive,Myrtle Beach,0,0,0,0
913,Ocean Drive Elementary,901 11th Avenue North,North Myrtle Beach,0,< 5,0,0
914,Okatie Elementary,53 Cherry Point Road,Okatie,0,0,0,0
915,Olanta Elementary,312 North Jones Road,Olanta,0,0,0,0
916,Old Pointe Elementary,380 Old Pointe School Road,Rock Hill,0,0,0,0
917,Odyssey Online Learning,"510 Lexington Avenue, #102",Chapin,0,0,0,0
918,Orange Grove Charter,1225 Orange Branch Road,Charleston,0,0,0,0
919,Orangeburg Sch Dist 5 Tech Ctr,3720 Magnolia Street,Orangeburg,0,0,0,0
920,Orangeburg Wilkinson High,601 Bruin Parkway,Orangeburg,< 5,< 5,0,< 5
921,Orchard Park Elementary,600 Toccoa Highway,Westminster,0,< 5,0,0
922,Orchard Park Elementary,474 Third Baxter Street,Fort Mill,0,0,0,0
923,Overbrook Child Devel Ctr,111 Laurens Road,Greenville,0,0,0,0
924,Pacolet Elementary,150 McDowell Street,Pacolet,0,0,0,0
925,Pageland Elementary,715 West McGregor Street,Pageland,0,0,0,0
926,Palmetto Acad of Learn/Success,3021 Fred Nash Blvd,Myrtle Beach,0,0,0,0
927,Palmetto Acad/Motorsports,136 Rodeo Drive,Conway,< 5,0,< 5,0
928,Palmetto Bays Elementary,8900 Highway 544,Myrtle Beach,0,0,0,0
929,Palmetto Elementary,1 Roberts Boulevard,Williamston,0,0,0,0
930,Cleveland Acad of Lead,151 Franklin Street,Spartanburg,0,0,0,0
931,Schofield Middle,224 Kershaw Street Northeast,Aiken,0,0,0,0
932,Scott's Branch High,9253 Alex Harvin Highway,Summerton,0,0,0,0
933,Montessori School of Camden,2 Montessori Way,Camden,0,0,0,0
934,Scott's Branch Middle,9253 Alex Harvin Highway,Summerton,0,0,0,0
935,Rock Hill High,320 West Springdale Road,Rock Hill,0,0,0,0
936,Prosperity-Rikard Elementary,381 South Wheeler Street,Prosperity,< 5,0,< 5,0
937,Palmetto Empower Enrich,5000 Broad River Rd,Columbia,0,0,0,0
938,St. George Middle,600 Minus Street,St. George,0,0,0,0
939,Scranton Elementary,1649 US 52 Highway,Scranton,0,0,0,0
940,Rocky Creek Elementary,430 Calks Ferry Road,Lexington,< 5,0,< 5,0
941,Quest Leadership Acad,29 Ridgeway Drive,Greenville,0,0,0,0
942,Theodore Lester Elementary,3501 East Palmetto Street,Florence,< 5,0,< 5,0
943,St. Helena Elementary,1025 Sea Island Parkway,St. Helena Island,0,0,0,0
944,Moultrie Middle,645 Coleman Boulevard,Mt. Pleasant,0,0,0,0
945,Seaside Elementary,1605 Woodland Drive,Garden City,0,0,0,0
946,Roebuck Elementary,2401 East Blackstock Road,Roebuck,< 5,0,< 5,0
947,R. B. Stall High,3625 Ashley Phosphate Road,North Charleston,< 5,0,< 5,0
948,Thomas C. Cario Middle,3500 Thomas Cario Boulevard,Mt. Pleasant,0,< 5,0,< 5
949,St. James Elementary,9711 St. James Road,Myrtle Beach,0,0,0,0
950,Marrington Mid Sch of the Arts,109 Gearing Street,Goose Creek,0,0,0,0
951,Sangaree Intermediate,201 School House Lane,Summerville,0,< 5,0,< 5
952,Rollings Mid Sch of the Arts,815 South Main Street,Summerville,0,< 5,0,< 5
953,R. C. Edwards Middle,1157 Madden Bridge Road,Central,0,0,0,0
954,Thornwell Charter School,203 West Calhoun Street,Clinton,0,0,0,0
955,St. James High,10800 Highway 707,Murrells Inlet,< 5,0,< 5,0
956,Mt. Lebanon Elementary,2850 Lebanon Road,Pendelton,< 5,0,< 5,0
957,Seneca High,100 Bobcat Ridge,Seneca,< 5,< 5,< 5,0
958,Ronald E. McNair Junior High,311 Carver Street,Lake City,0,< 5,0,< 5
959,RD Anderson Applied Tech Ctr,1151 Center Point Drive,Moore,0,< 5,0,< 5
960,Thomas E. Kerns Elementary,6650 Frontage Road at White Horse Road,Greenville,0,< 5,0,< 5
961,St. James Intermediate,9641 Scipio Ln,Myrtle Beach,0,0,0,0
962,Mt. Pisgah Elementary,5160 Mount Pisgah Road,Kershaw,0,0,0,0
963,Mt. Pleasant Academy,605 Center Street,Mt. Pleasant,< 5,0,0,0
964,Mt. Zion Elementary,3464 River Road,Johns Island,0,0,0,0
965,Muller Road Middle,1031 Muller Road,Blythewood,0,< 5,0,0
966,Mullins High,747 Miller's Road,Mullins,0,< 5,0,< 5
967,Murray LaSaine Montessori,691 Riverland Drive,Charleston,0,0,0,0
968,Myrtle Beach Child Dev Center,612 29th Avenue North,Myrtle Beach,0,0,0,0
969,Myrtle Beach Elementary,3301 Oak Street,Myrtle Beach,0,0,0,0
970,Myrtle Beach Middle,3101 North Oak Street,Myrtle Beach,0,0,0,0
971,Nevitt Forest Elementary,1401 Bolt Drive,Anderson,0,0,0,0
972,New Ellenton STEAM Magnet Mid,814 Main Street South,New Ellenton,< 5,0,< 5,0
973,New Heights Middle,5738 Highway 151,Jefferson,0,0,0,0
974,New Prospect Elementary,126 New Prospect Church Road,Anderson,0,0,0,0
975,Myrtle Beach Primary,620 29th Avenue North,Myrtle Beach,0,0,0,0
976,New Prospect Elementary,9251 Highway 9,Inman,0,0,0,0
977,New Providence Elementary,1118 Old Cherokee Road,Lexington,0,0,0,0
978,Newberry County Career Ctr,3413 Main Street,Newberry,0,0,0,0
979,Newberry Elementary,1829 Nance Street,Newberry,0,< 5,0,< 5
980,Newberry High,3113 Main Street,Newberry,0,0,0,0
981,Newberry Middle,125 O'Neal Street,Newberry,< 5,< 5,< 5,< 5
982,Newington Elementary,10 King Charles Circle,Summerville,0,0,0,0
983,Nation Ford High,1400 AO Jones Bouvelard,Fort Mill,0,0,0,0
984,NEXT High,2000 Wade Hampton Blvd,Greenville,< 5,0,< 5,0
985,Mevers School of Excellence,7750 Henry E Brown Jr Blvd,Goose Creek,0,0,0,0
986,Ninety Six Elementary,810 Johnston Road,Ninety Six,0,0,0,0
987,Ninety Six High,640 South Cambridge Street,Ninety Six,< 5,0,0,0
988,Ninety Six Primary,121 South Cambridge Street,Ninety Six,0,0,0,0
989,North Aiken Elementary,100 Bears Rock Road,Aiken,< 5,0,< 5,0
990,North Augusta Elementary,400 East Spring Grove Avenue,North Augusta,< 5,< 5,< 5,< 5
991,North Augusta High,2000 Knobcone Avenue,North Augusta,< 5,< 5,< 5,< 5
992,North Augusta Middle,725 Old Edgefield Road,North Augusta,0,0,0,0
993,North Central High,3000 Lockhart Road,Kershaw,< 5,< 5,< 5,< 5
994,North Central Middle,805 Keys Lane,Kershaw,< 5,0,< 5,0
995,N Charleston Crtv Arts Elem,1600 Saranac Street,North Charleston,0,0,0,0
996,North Charleston Elementary,4921 Durant Avenue,North Charleston,0,0,0,0
997,North Charleston High,1087 East Montague Avenue,North Charleston,0,0,0,0
998,North District Middle,507 Tillman Avenue,Varnville,< 5,0,< 5,0
999,North Elementary,1100 Roddey Drive,Lancaster,0,0,0,0
1000,North Hartsville Elementary,110 School Drive,Hartsville,0,0,0,0
1001,North Mullins Primary,105 Charles Street,Mullins,0,0,0,0
1002,Mountain View Elementary,6350 Highway 253,Taylors,0,0,0,0
1003,St. James Middle,9775 St. James Road,Myrtle Beach,0,0,0,0
1004,R. E. Davis Elementary,345 Eastern School Road,Sumter,0,0,0,0
1005,Seneca Middle,810 West South Fourth Street,Seneca,5,< 5,5,< 5
1006,Spaulding Middle,400 East Cartersville Highway,Lamar,0,0,0,0
1007,Thornwell School for the Arts,437 West Carolina Avenue,Hartsville,0,< 5,0,< 5
1008,R. H. Fulmer Middle,1614 Walterboro Street,West Columbia,< 5,0,< 5,0
1009,Rosemary Middle,12804 County Line Road,Andrews,0,0,0,0
1010,Seven Oaks Elementary,2800 Ashland Road,Columbia,0,< 5,0,< 5
1011,St. James-Gaillard Elementary,1555 Gardensgate Road,Eutawville,0,0,0,0
1012,R. P. Dawkins Middle,1300 East Blackstock Road,Moore,0,0,0,0
1013,Thunderbolt Career & Tech Ctr,1069 Thunderbolt Road,Walterboro,0,0,0,0
1014,St. John's Christian Academy,204 West Main Street,Moncks Corner,0,0,0,0
1015,Timmonsville High,304 Kemper Street,Timmonsville,0,0,0,0
1016,Townville Elementary,105 Townville School Road,Townville,0,0,0,0
1017,Travelers Rest High,301 North Main Street,Travelers Rest,0,0,0,0
1018,Thurmond Career and Tech Ctr,17 Par Drive,Johnston,0,0,0,0
1019,Union County High,1163 Lakeside Drive,Union,< 5,< 5,< 5,< 5
1020,Van Wyck Elementary ,4945 Charlotte Hwy,Lancaster,0,0,0,0
1021,Vance-Providence Elementary,633 Camden Road,Vance,0,0,0,0
1022,R.N. Beck Child Devel Ctr,1001 West Sumter Street,Florence,0,0,0,0
1023,Sevier Middle,1000 Piedmont Park Road,Greenville,0,0,0,0
1024,Varennes Elementary,1820 Highway 29 South,Anderson,0,0,0,0
1025,Rainbow Lake Middle,1951 Riveroak Road,Chesnee,< 5,0,0,0
1026,St. James Santee Elementary,8900 Highway 17 North,McClellanville,0,0,0,0
1027,Rosenwald Elementary/Middle,508 Church Street,Society Hill,0,< 5,0,< 5
1028,Ralph Chandler Middle,4231 Fork Shoals Road,Simpsonville,< 5,< 5,< 5,< 5
1029,Rosewood Elementary,2240 Rosewood Drive,Rock Hill,0,0,0,0
1030,St. Johns Elementary,140 Park Street,Darlington,0,< 5,0,< 5
1031,Ravenel Elementary,150 Ravenel School Road,Seneca,0,0,0,0
1032,Rosewood Elementary,3300 Rosewood Drive,Columbia,0,0,0,0
1033,Sheridan Elementary,1139 Hillsboro Road,Orangeburg,0,0,0,0
1034,St. Johns High,1518 Main Road,Johns Island,< 5,0,< 5,0
1035,Varnville Elementary,395 Pine Street East,Varnville,0,< 5,0,< 5
1036,Rawlinson Road Middle,2631 West Main Street,Rock Hill,0,0,0,0
1037,Round Top Elementary,449 Rimer Pond Road,Blythewood,0,0,0,0
1038,Shoally Creek Elementary,3777 Parris Bridge Rd,Boiling Springs,0,< 5,0,< 5
1039,St. Matthews K-8 School,135 Saints Avenue,St. Matthews,0,0,0,0
1040,Union Co Career & Tech Ctr,1165 Lakeside Drive,Union,0,0,0,0
1041,Red Bank Elementary,246 Community Drive,Lexington,< 5,0,< 5,0
1042,Royal Academy of the Arts/Sci,400 John Smith Road,Hardeeville,0,0,0,0
1043,Silver Bluff High,64 DeSoto Drive,Aiken,0,0,0,0
1044,St. Paul Elementary,9297 Alex Harvin Highway,Summerton,0,0,0,0
1045,W. A. Perry Middle,2600 Barhamville Road,Columbia,0,0,0,0
1046,Redcliffe Elementary,22 Double Springs Road,Aiken,< 5,0,< 5,0
1047,Royall Elementary,1400 Woods Road,Florence,0,0,0,0
1048,Simpsonville Elementary,200 Morton Avenue,Simpsonville,0,0,0,0
1049,Sangaree Middle,1050 Discovery Drive,Ladson,0,< 5,0,< 5
1050,W. C. Sullivan Middle,1825 Eden Terrace,Rock Hill,< 5,0,< 5,0
1051,Renaissance Collegiate Academy,"425 Summit Terrace Court, Building 2",Columbia,0,0,0,0
1052,Rudolph Gordon Elementary,1507 Scuffletown Road,Simpsonville,0,0,0,0
1053,Simmons Pinckney Middle,244 President Street,Charleston,0,0,0,0
1054,Sedgefield Intermediate,225 Garwood Drive,Goose Creek,0,0,0,0
1055,Sue Cleveland Elementary,375 Woodmont School Road Extension,Piedmont,0,0,0,0
1056,Reuben Elementary,3605 Spearman Road,Newberry,0,0,0,0
1057,Saluda High,160 Ivory Key Road,Saluda,< 5,0,< 5,0
1058,Shaw Heights Elementary,5121 Frierson Road,Shaw Air Force Base,0,0,0,0
1059,Starr Elementary,400 Professor Brown Lane,Starr,< 5,< 5,< 5,0
1060,Virtus Academy of SC,404 Dorado Drive,Florence,0,0,0,0
1061,Rice Creek Elementary,4751 Hard Scrabble Road,Columbia,0,0,0,0
1062,Saluda Middle,140 Ivory Key Road,Saluda,< 5,0,< 5,0
1063,Sims Middle,2200 Whitmire Highway,Union,0,0,0,0
1064,Six Mile Elementary,777 North Main Street,Six Mile,0,0,0,0
1065,Skyland Elementary,4221 Highway 14 North,Greer,0,0,0,0
1066,Slater Marietta Elementary,100 Baker Circle,Marietta,0,0,0,0
1067,Socastee Elementary,4223 Socastee Boulevard,Myrtle Beach,0,0,0,0
1068,Socastee High,4900 Socastee Boulevard,Myrtle Beach,< 5,0,< 5,0
1069,South Aiken High,232 East Pine Log Road,Aiken,< 5,< 5,< 5,< 5
1070,SC Virtual Charter Sch,140 Stoneridge Drive  Suite 420,Columbia,0,0,0,0
1071,South Conway Elementary,3001 Fourth Avenue,Conway,0,0,0,0
1072,South Elementary,900 Patriot Street,Dillon,0,0,0,0
1073,South Fant School,1700 South Fant Street,Anderson,0,0,0,0
1074,South Florence High,3200 South Irby Street,Florence,< 5,0,< 5,0
1075,South Kilbourne Elementary,1400 South Kilbourne Road,Columbia,0,0,0,0
1076,South Pointe High,801 Neely Road,Rock Hill,< 5,0,< 5,0
1077,Southeast Middle,731 Horrell Hill Road,Hopkins,0,0,0,0
1078,Southside Early Chood Ctr,1615 Blanding Drive,Hartsville,0,0,0,0
1079,Southside Middle,200 East Howe Springs Road,Florence,0,0,0,0
1080,Southwood Academy for the Arts,1110 Southwood Street,Anderson,0,0,0,0
1081,Spartanburg High,2250 E Main St,Spartanburg,5,< 5,< 5,< 5
1082,South Middle,1551 Billings Dr,Lancaster,0,0,0,0
1083,Southside High,6630 Frontage Road at White Horse Road,Greenville,0,0,0,0
1084,Spartanburg Preparatory Sch,385 South Spring Street,Spartanburg,< 5,0,< 5,0
1085,Spartanburg 7 Early Chood Ctr,301 Crescent Avenue,Spartanburg,0,0,0,0
1086,Spaulding Elementary,204 East Pearl Street,Lamar,0,0,0,0
1087,Spring Hill High,11629 Broad River Road,Chapin,< 5,0,< 5,0
1088,Spearman Elementary,2001 Easley Highway,Piedmont,< 5,0,< 5,0
1089,Socastee Middle,151 Sheffield Parkway,Myrtle Beach,0,< 5,0,< 5
1090,Spring Valley High,120 Sparkleberry Lane,Columbia,< 5,< 5,0,< 5
1091,Springdale Elementary,361 Wattling Road,West Columbia,0,0,0,0
1092,Saluda Primary,200 Matthews Drive,Saluda,< 5,< 5,< 5,< 5
1093,Saluda Elementary,400 W Butler Ave,Saluda,0,0,0,0
1094,Riverside Elementary,1287 Highway 57 South,Little River,< 5,0,< 5,0
1095,River Trail Elem.,1016 Fort Mill Parkway,Fort Mill,0,0,0,0
1096,Ruby Elementary,249 Thurman Aveune,Ruby,0,0,0,0
1097,Saluda River Acad for the Arts,1520 Duke Avenue,West Columbia,< 5,0,< 5,0
1098,Saluda Trail Middle,2300 Saluda Road,Rock Hill,< 5,0,< 5,0
1099,Sampit Elementary,69 Woodland Avenue,Georgetown,0,0,0,0
1100,Heyward Career & Tech Ctr,3560 Lynhaven Drive,Columbia,0,0,0,0
1101,Sandel Elementary,2700 Seminole Road,Columbia,0,0,0,0
1102,Sanders Middle,609 Green Street,Laurens,0,0,0,0
1103,Rivelon Elementary,350 Thomas B. Eklund Circle,Orangeburg,0,0,0,0
1104,Sand Hill Elementary,324 Gnarly Oak Ln,Summerville,0,0,0,0
1105,Sanders-Clyde Elementary,805 Morrison Drive,Charleston,0,0,0,0
1106,Sandhills Elementary,130 Lewis Rast Road,Swansea,< 5,0,< 5,0
1107,Sandhills Middle,582 Meadowfield Road,Gaston,0,0,0,0
1108,Sandhills Primary,140 Lewis Rast Road,Swansea,0,0,0,0
1109,Sandlapper Elementary,1001 Longtown Road,Columbia,0,0,0,0
1110,Sandy Run School,450 Old Swamp Road,Swansea,0,0,0,0
1111,Philp Simmons High School,3080 River Village Dr,Charleston,0,0,0,0
1112,Ridge Christian Academy,2168 Ridge Church Road,Summerville,< 5,0,< 5,0
1113,Sangaree Elementary,1460 Royle Road,Summerville,0,0,0,0
1114,Sara Collins Elementary,1200 Parkins Mill Road,Greenville,0,0,0,0
1115,Satchel Ford Elementary,5901 Satchel Ford Road,Columbia,0,0,0,0
1116,Savannah Grove Elementary,2348 Savannah Grove Road,Effingham,0,0,0,0
1117,Saxe Gotha Elementary,100 Bill Williamson Court,Lexington,< 5,0,< 5,0
1118,SC Gov Sch Arts & Humanities,15 University Street,Greenville,0,0,0,0
1119,SC Sch For Blind Elem/Middle,355 Cedar Springs Road,Spartanburg,0,0,0,0
1120,SC School For Blind High,355 Cedar Springs Road,Spartanburg,< 5,0,< 5,0
1121,Richard Carroll Elementary,1980 Main Hwy,Bamberg,< 5,0,< 5,0
1122,W. B. Goodwin Elementary,5501 Dorchester Rd,North Charleston,0,0,0,0
1123,Starr-Iva Middle,1034 Rainey Road,Starr,0,0,0,0
1124,Rafting Creek Elementary,4100 Highway 261 North,Rembert,0,0,0,0
1125,Richard H. Gettys Middle,510 South Pendleton Street,Easley,0,< 5,0,0
1126,Richland Northeast High,7500 Brookfield Road,Columbia,< 5,0,0,0
1127,Reidville Elementary,520 Main Street,Reidville,0,< 5,0,0
1128,Richland One Ctr Middle Coll,316 South Beltline Boulevard,Columbia,0,0,0,0
1129,Richland Two Charter High,7900 Brookmont Lane,Columbia,0,0,0,0
1130,Richmond Drive Elementary,1162 Richmond Drive,Rock Hill,0,0,0,0
1131,Ridge Spring-Monetta Elem,422 Hazzard Circle,Ridge Spring,0,0,0,0
1132,Ridge Spring-Monetta High,1071 Trojan Road,Monetta,0,0,0,0
1133,Ridge Spring-Monetta Middle,1085 Trojan Road,Monetta,< 5,0,< 5,0
1134,Ridge View High,4801 Hard Scrabble Road,Columbia,0,0,0,0
1135,Ridgeland Elementary,250 Jaguar Trail,Ridgeland,0,< 5,0,0
1136,River Bluff High,320 Corley Mill Road,Lexington,< 5,< 5,< 5,< 5
1137,River Oaks Middle,8642 River Oaks Drive,North Charleston,0,0,0,0
1138,River Ridge Academy,3050 River Ridge Dr,Bluffton,0,0,0,0
1139,River Springs Elementary,115 Connie Wright Road,Irmo,0,0,0,0
1140,Riverbank Elementary,160 Cougar Drive,West Columbia,0,0,0,0
1141,Riverside High,794 Hammett Bridge Road,Greer,< 5,0,< 5,0
1142,Riverside Middle,615 Hammett Bridge Road,Greer,< 5,0,< 5,0
1143,Riverside Middle,458 Riverside Street,Pendleton,0,0,0,0
1144,Ridgeland-Hardeeville High,250 Jaguar Trail  Unit 101,Ridgeland,0,< 5,0,0
1145,Red Cedar Elementary,11 Box Elder Lane,Bluffton,0,0,0,0
1146,Riverview Charter School,81 Savannah Highway,Beaufort,0,0,0,0
1147,Riverview Elementary,1300 Spratt Street,Fort Mill,0,0,0,0
1148,Riverwalk Academy,5750 Mount Gallant Road,Rock Hill,0,0,0,0
1149,Sterling School,99 John McCarroll Way,Greenville,0,0,0,0
1150,Stewart Heights Elementary,1001 West Calhoun Street,Dillon,0,0,0,0
1151,Stiles Point Elementary,883-A Mikell Drive,Charleston,0,0,0,0
1152,Stone Academy,115 Randall Street,Greenville,< 5,0,< 5,0
1153,Stono Park Elementary,314 Huntley Drive,Charleston,0,0,0,0
1154,Sedgefield Middle,131 Charles B. Gibson Boulevard,Goose Creek,0,0,0,0
1155,Strom Thurmond High,1131 Columbia Road,Johnston,< 5,0,< 5,0
1156,Sugar Creek Elementary,1599 Farm House Road,Fort Mill,0,0,0,0
1157,Sullivan's Island Elementary,2014 Mike Perkis Place,Sullivan's Island,0,< 5,0,< 5
1158,Summerton Early Chood Center,8 South Church Street,Summerton,0,< 5,0,< 5
1159,Summerville Elementary,835 South Main Street,Summerville,0,0,0,0
1160,W. E. Parker Elementary,41 Crest Road,Edgefield,0,0,0,0
1161,Summerville High,1101 Boone Hill Road,Summerville,< 5,< 5,< 5,< 5
1162,W. G. Sanders Middle,3455 Pinebelt Road,Columbia,0,0,0,0
1163,Summit Classical School,600 East Florida Street,Clinton,0,0,0,0
1164,W.J. Keenan High,361 Pisgah Church Road,Columbia,0,0,0,0
1165,Summit Drive Elementary,424 Summit Drive,Greenville,< 5,0,< 5,0
1166,W.M. Anderson Primary,500 Lexington Avenue,Kingstree,0,0,0,0
1167,Summit Parkway Middle,200 Summit Parkway,Columbia,0,0,0,0
1168,Tall Pines STEM Acad,82 Camp Long Rd,Aiken,0,0,0,0
1169,Palmetto Sch/Child Atten Home,P.O. Box 2912,Rock Hill,0,0,0,0
1170,Waccamaw Elementary,251 Claridy Road,Conway,0,0,0,0
1171,Waccamaw Elementary,1364 Waverly Road,Pawleys Island,0,0,0,0
1172,Waccamaw High,2412 Kings River Road,Pawleys Island,< 5,0,0,0
1173,Waccamaw Middle,247 Wildcat Way,Pawleys Island,0,0,0,0
1174,Tigerville Elementary,25 Tigerville Elementary Road,Taylors,0,< 5,0,< 5
1175,Waccamaw Intermediate,320 Wildcat Way,Pawleys Island,0,0,0,0
1176,Wade Hampton High,115 Airport Road,Varnville,< 5,0,< 5,0
1177,Wade Hampton High,100 Pine Knoll Dr,Greenville,0,0,0,0
1178,Wagener-Sally High,272 Main Street South,Wagener,< 5,0,< 5,0
1179,Walhalla Elementary,508 Fowler Road,West Union,< 5,0,< 5,0
1180,Walhalla High,4701 North Highway 11,Walhalla,5,< 5,5,0
1181,Walhalla Middle,151 Razorback Lane,Walhalla,< 5,0,< 5,0
1182,Walker-Gamble Elementary,2358 Walker-Gamble Road,New Zion,< 5,0,< 5,0
1183,Wallace Gregg Elementary,515 Francis Marion Road,Florence,0,0,0,0
1184,Ware Shoals Elementary Middle,45 West Main Street,Ware Shoals,0,0,0,0
1185,Ware Shoals High,56 South Greenwood Avenue,Ware Shoals,0,0,0,0
1186,Ware Shoals Primary,15269 Indian Mound Road,Ware Shoals,0,0,0,0
1187,Warrenville Elementary,569 Howlandville Road,Warrenville,< 5,< 5,0,< 5
1188,Washington Center,2 Betty Spencer Drive,Greenville,< 5,0,< 5,0
1189,Sumter Career & Tech Ctr,2612 McCray's Mills Road,Sumter,0,0,0,0
1190,Sumter High,2580 McCray's Mill Road,Sumter,0,0,0,0
1191,Sunset Park Ctr Accel/Studies,1036 Ogden Road,Rock Hill,0,0,0,0
1192,Swansea High,500 East First Street,Swansea,< 5,0,< 5,0
1193,Swansea High Freshman Acad,1195 I. W. Hutto Road,Swansea,0,0,0,0
1194,T. E. Mabry Middle,35 Oakland Avenue,Inman,< 5,0,< 5,0
1195,T. L. Hanna High,2600 Highway 81 North,Anderson,< 5,< 5,< 5,0
1196,Tamassee-Salem Elementary,9950 North Highway 11,Tamassee,0,0,0,0
1197,Tanglewood Middle,44 Merriwoods Drive,Greenville,0,0,0,0
1198,Taylors Elementary,809 Reid School Road,Taylors,0,0,0,0
